case	consumer	surface	output_shape	status_bearing	digest_bearing	server_unreachable	verdict	mandated_by	baseline_provenance
arms/A6/a6-c06-m6-mixed-routed-display-ro/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c06-m6-mixed-routed-display-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c06-m6-mixed-routed-display-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c06-m6-mixed-routed-display-rw/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c06-m6-mixed-routed-display-rw/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c06-m6-mixed-routed-display-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age10_list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age10_list_needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1799_list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1799_list_needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1800_list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1800_list_needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1801_list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1801_list_needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age100000_list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-threshold-fixed-clock/consumers.tsv	age100000_list_needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-threshold-fixed-clock/consumers.tsv	env_unset_list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-threshold-fixed-clock/consumers.tsv	env_500_list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-threshold-fixed-clock/consumers.tsv	env_900x_list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c01-meta-multi-equals-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c01-meta-multi-equals-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c01-meta-multi-equals-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c01-meta-multi-equals-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c01-meta-multi-equals-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c01-meta-multi-equals-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c01-meta-multi-equals-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c01-meta-multi-equals-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c01-meta-multi-equals-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c01-meta-multi-equals-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c02-meta-duplicate-key-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c02-meta-duplicate-key-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c02-meta-duplicate-key-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c02-meta-duplicate-key-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c02-meta-duplicate-key-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c02-meta-duplicate-key-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c02-meta-duplicate-key-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c02-meta-duplicate-key-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c02-meta-duplicate-key-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c02-meta-duplicate-key-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c03-meta-unknown-keys-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c03-meta-unknown-keys-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c03-meta-unknown-keys-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c03-meta-unknown-keys-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c03-meta-unknown-keys-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c03-meta-unknown-keys-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c03-meta-unknown-keys-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c03-meta-unknown-keys-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c03-meta-unknown-keys-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c03-meta-unknown-keys-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c04-healthy-baseline-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c04-healthy-baseline-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c04-healthy-baseline-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c04-healthy-baseline-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c04-healthy-baseline-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c04-healthy-baseline-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c04-healthy-baseline-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c04-healthy-baseline-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c04-healthy-baseline-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c04-healthy-baseline-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c05-meta-mode-000-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A7/a7-c05-meta-mode-000-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A7/a7-c05-meta-mode-000-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A7/a7-c05-meta-mode-000-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A7/a7-c05-meta-mode-000-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A7/a7-c05-meta-mode-000-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A7/a7-c05-meta-mode-000-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A7/a7-c05-meta-mode-000-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A7/a7-c05-meta-mode-000-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A7/a7-c05-meta-mode-000-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A7/a7-c06-goal-order-opposed-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c06-goal-order-opposed-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c06-goal-order-opposed-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c06-goal-order-opposed-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c06-goal-order-opposed-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c06-goal-order-opposed-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c06-goal-order-opposed-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c06-goal-order-opposed-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c06-goal-order-opposed-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c06-goal-order-opposed-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c07-goal-order-agreeing-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c07-goal-order-agreeing-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c07-goal-order-agreeing-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c07-goal-order-agreeing-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c07-goal-order-agreeing-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c10-branch-live-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c10-branch-live-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c10-branch-live-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c10-branch-live-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c10-branch-live-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c10-branch-live-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c10-branch-live-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c10-branch-live-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c10-branch-live-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c10-branch-live-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
